0.00071525	0.0055671	0.0062048	0.0018835	-0.0085652	0.0073731	-0.000143	-0.0072837	5.96e-05	0.0025868	0.0032127	0.0056624
0.0036477	0.003767	-0.0009118	-0.0033855	-0.0036836	0.0063599	-0.0075221	0.0026226	0.0036778	0.0083089	-0.0012339	0.0025391
-0.0018419	0.0020921	0.0015734	-0.0024856	0.00633	0.0085235	-0.0020148	0.001067	0.0054419	-0.002718	0.0056862	0.006777
0.0030161	-0.0041604	0.0004232	5.96e-05	0.0057041	-0.001073	-0.0011563	0.00044705	-0.0029683	0.0046909	0.0016033	-0.0070275
0.0021458	0.0036537	0.0067533	0.0039159	0.0072182	1.78e-05	-0.003469	-0.0030637	-0.0029623	-0.0017165	0.0096441	0.001657
0.0028968	0.00087625	-0.0028014	-0.0025035	-0.0016868	-0.0015795	0.0023842	0.0020027	-0.0012398	0.0012755	0.0014961	-0.0009834
0.0020682	0.0029504	0.0040472	0.0012041	-0.0067293	0.009966	0.0054956	0.001508	0.0008641	0.0050426	0.0055074	-0.0051856
0.0025571	0.0033438	0.0051619	-0.0008405	-0.0001252	0.0014067	0.0021101	-2.99e-05	-0.0030876	0.0022113	0.0044645	0.0031532
0.0036418	0.003934	-0.00046505	-0.0067712	0.0081361	-0.0037551	1.2e-05	0.0091435	0.0021934	-0.0049055	-0.0067592	-0.0077129
-0.0055849	-0.0015914	0.0029504	0.0064671	-0.0004053	-0.0013888	0.0039817	-0.00097755	-0.0028491	-0.00075105	0.00015495	-0.0017763
-5.975e-05	0.001198	0.0017642	-0.00034575	0.0011981	-0.00069135	-0.0027657	0.0048459	0.0026346	0.0084996	0.0071944	0.0036658
-0.0022411	-0.0039338	0.001371	0.00096555	0.006175	0.010973	0.0054955	0.0022292	0.00017865	0.0018775	0.0044584	0.0027715
0.0021517	0.0025749	0.0007331	0.0054658	-0.0064195	-0.00055435	0.0046492	0.0020446	-0.0025869	0.0014781	-0.0043213	-0.004679
-0.0018775	0.0050068	0.0017762	0.0050605	0.0095846	0.0067234	-0.0020504	-0.0026822	0.0025034	-0.0020265	0.0032008	-0.0009417
0.0037668	-0.0019669	0.0046313	0.0067653	-0.0012695	-0.0057341	0.0084878	-0.0023484	0.002861	-0.0025928	0.00088815	-0.003028
-0.00018485	0.0022471	-0.0035346	-0.0019075	-0.0012755	0.0030457	-0.0051261	0.0014484	-0.00092385	0.0088751	0.0060915	0.0015319
0.0043869	-0.0024438	-0.0022829	-0.0038325	-0.0027776	0.006497	0.0073195	0.0028193	0.0035824	0.0017584	0.005138	0.0026465
0.0036061	0.0019729	0.0051975	-0.0059843	0.0004053	-0.0031709	-0.00048885	-0.0009417	0.006634	-0.0015975	0.0029325	-0.0007332
0.001347	0.0044763	-0.0089467	0.0014843	0.0010252	-0.0009239	-0.0047803	0.0066817	0.0012756	0.0071287	0.0063361	0.0056088
