0.0026583	-0.0006557	0.0005125	-0.004065	-0.0017046	0.0095726	-0.0031709	0.0035883	-0.0018956	-0.001204	-0.0095843	-0.0074745	0.0065683	0.0048876	-0.0005723	0.0048758
0.0004411	-0.0016093	-0.0036359	0.0043391	-0.0023367	0.0043035	-0.006032	0.0098704	0.015378	0.0002861	-0.0003695	0.0082613	-0.0009894	0.0025511	0.0036358	-0.0070811
0.0032067	0.0030518	0.0035168	-0.0004172	-0.0003457	0.0034809	0.0026227	0.012541	0.0057459	0.0018955	0.0025511	0.0068068	0.0058533	-0.0015736	0.0008823	-0.003326
-0.0012399	-0.0051021	-0.0008107	0.0090958	0.0084161	-0.0005721	0.0044464	0.0044227	0.010467	0.0059246	0.0005841	-0.0064492	-0.0028373	0.015128	0.0052452	0.0095843
-0.0068426	0.0044825	-0.0014664	0.0036598	0.01179	0.0074745	-0.0026106	0.0067591	0.0020265	0.0049949	-0.0029565	-0.0085593	0.006044	-0.0030877	0.0097991	-0.0033498
-0.0029683	0.0078202	0.008142	0.0018001	0.002384	0.0015977	0.001359	0.0018	0.0064611	0.0043035	0.0019789	-0.0008821	-0.0004053	-0.0044704	0.0058531	0.0010609
-0.0015736	-0.0013709	-0.007093	0.000131	-0.0028254	0.0026941	0.0004291	0.0022889	0.0050188	0.0005246	0.0012041	0.0046729	0.0020981	0.0076772	-0.0018119	-0.0042201
-0.004375	0.0019431	-0.0064253	0.0027895	0.003016	-0.0043989	0.0083684	0.0025152	-0.0024081	-0.0024081	-0.011778	-0.0074625	0.0025869	-0.0050308	0.0065327	0.011873
-0.0021935	-0.0044227	0.0012755	-0.0003338	-0.0078083	-0.0013233	-0.0042915	0.0010249	-0.0005484	-0.0009895	-0.0064016	-0.0068069	0.0002979	0.0069499	-0.0034572	-0.0004649
0.0012517	0.0061154	0.0020146	-0.0012875	0.0007748	0.0041961	-0.0041604	-0.0049711	0.0076771	0.0019074	-0.0013231	0.0032662	-0.0046373	0.0097992	0.007713	0.0016094
0.0073196	-0.0022649	0.008571	-0.0020265	0.0027062	0.0060915	0.0074387	-0.0005723	-0.0019073	-0.009346	-0.0031589	0.0010134	-0.001347	-0.0062703	-0.0009061	0.0008226
