3.2027	2.1317	0.25314	-0.42577	-0.038119	-0.23637	-0.5682
3.2774	2.172	0.10747	0.23361	0.2337	-0.093381	-0.097142
2.7449	2.4076	0.1757	-0.42438	-0.030269	-0.39066	-0.25106
2.7894	2.3702	-0.25369	-0.13194	-0.11262	-0.21408	-0.19067
3.1899	2.6622	0.14658	0.15221	0.11688	-0.32503	-0.10253
2.857	2.6619	0.066193	-0.10568	0.26243	-0.22203	-0.14067
2.611	2.9676	0.098936	-0.058832	-0.32257	-0.37241	-0.089496
3.0913	2.3802	0.037664	-0.13678	0.099187	-0.26034	0.11765
2.6581	2.6522	0.047371	0.028899	-0.52361	-0.54147	-0.34145
2.7145	2.5187	-0.092231	-0.21846	-0.15799	-0.25003	-0.57741
3.061	2.2423	0.099328	-0.24771	-0.16837	-0.66602	-0.24086
2.7019	2.5041	-0.28467	-0.036573	-0.1065	-0.29585	-0.26655
2.8546	2.4244	-0.1088	-0.16538	-0.31459	-0.2401	-0.27694
3.0064	2.5725	-0.093505	-0.37167	-0.33428	-0.0034769	-0.17204
2.7047	2.7099	-0.30036	-0.035921	-0.035856	-0.42574	-0.44879
2.6335	2.3967	-0.030469	-0.21967	-0.46826	-0.50931	-0.18979
2.8	2.4682	-0.024979	-0.0081676	-0.10291	-0.44015	0.18696
2.9975	2.7126	-0.075173	-0.4227	-0.00073152	-0.41034	-0.54771
2.9062	2.2937	-0.039684	0.15081	-0.25126	-0.30281	-0.26557
2.8974	2.5806	-0.12007	-0.048029	-0.013772	-0.46312	-0.2888
2.2209	2.6245	-0.076839	-0.20524	-0.14801	-0.33813	-0.44516
2.7479	2.3918	-0.1386	-0.16398	-0.62698	-0.6952	-0.57055
2.7775	2.4314	-0.10958	-0.25953	-0.22372	-0.48174	-0.48516
2.7311	2.3371	-0.0035106	-0.36487	-0.30541	-0.40581	-0.35703
2.6668	2.4631	-0.020078	-0.317	-0.59119	-0.74382	-0.42458
2.5862	2.4691	-0.21821	-0.26968	-0.043041	-0.61629	-0.73427
2.3545	2.8078	0.096387	-0.15392	-0.59279	-0.24599	-0.47605
2.8013	2.5437	-0.23967	-0.18754	-0.3545	-0.36719	-0.44173
2.6389	2.6167	-0.0014507	-0.23327	-0.70508	-0.19266	-0.60271
2.6413	2.628	0.044429	-0.25143	0.086148	-0.52359	-0.18831
2.2893	2.2401	-0.1738	-0.057063	-0.35703	-0.3842	-0.57898
2.6352	2.2836	-0.1285	-0.033965	-0.34586	-0.42555	-0.17488
2.9282	2.7991	-0.022528	-0.054082	-0.30195	-0.60636	-0.39987
2.4592	2.3701	-0.14125	-0.043745	-0.38337	-0.35819	-0.77956
2.8466	2.5468	0.21128	-0.30368	-0.39269	-0.58773	-0.62025
2.5633	2.5811	-0.029096	-0.2423	-0.37978	-0.57115	-0.7179
2.5214	2.5289	-0.056841	-0.16389	-0.56498	-0.51751	-0.5381
2.6281	2.7703	-0.1389	-0.37027	-0.31073	-0.41357	-0.48075
2.7562	1.9062	0.15403	-0.41339	-0.77586	-0.68136	-0.66427
2.6899	2.0618	-0.043703	-0.17525	-0.22132	-0.67869	-0.52046
2.6145	2.7035	-0.086544	-0.18298	-0.25219	-0.59977	-0.86612
2.3073	2.4169	-0.017725	-0.038436	-0.79236	-0.56258	-0.47252
2.6709	2.5536	0.085995	-0.45586	-0.47504	-0.63914	-0.25615
2.3856	2.3363	0.031783	-0.21157	-0.78784	-0.70098	-0.69613
2.8812	2.3281	0.12835	-0.44794	-0.66716	-0.59878	-1.0391
2.7415	2.6972	0.076781	-0.40091	-0.50365	-0.84683	-0.82191
2.773	2.58	-0.013802	-0.33739	-1.0821	-0.74283	-0.44252
2.5923	2.21	0.21148	-0.24407	-0.33508	-0.76779	-0.68574
2.207	2.4411	-0.13772	-0.22107	-0.33242	-0.73004	-0.89318
2.485	2.3099	-0.17223	-0.14423	-0.33455	-0.37073	-0.50791
2.5949	2.353	0.03737	0.020145	-0.73808	-0.63573	-0.3887
2.6542	2.0991	0.10247	-0.067959	-0.43925	-0.65305	-0.70692
2.6622	2.1904	0.050213	-0.20039	-0.52613	-0.59959	-0.39536
2.6037	2.1293	-0.27565	0.068853	-0.48782	-0.74463	-0.26213
2.7656	2.3568	0.089035	-0.022883	-0.5751	-0.56525	-0.2637
2.5989	1.9559	-0.066938	-0.26009	-0.53265	-0.66528	-0.74476
2.4886	2.4278	-0.0097836	0.015767	-0.42928	-0.62076	-0.39507
2.48	2.422	-0.02096	-0.42363	-0.55846	-0.80311	-0.50781
2.4115	2.3658	-0.032626	-0.50177	-0.3883	-0.47585	-0.18263
2.4402	2.5956	-0.26899	-0.36626	-0.44112	-0.32125	-0.3438
2.6644	1.8036	-0.074291	-0.27909	-0.25193	-0.71563	-0.38272
2.5635	1.863	-0.023704	-0.079693	0.14974	-0.5832	-0.64035
2.2977	2.4932	-0.24066	-0.15346	-0.60955	-0.59946	-0.091457
2.3953	2.1658	0.029332	-0.55132	-0.60623	-0.6682	-0.43301
2.2096	2.2833	0.15403	-0.35788	-0.56006	-0.83254	-0.082437
2.4049	2.2792	-0.30742	-0.43071	-0.19605	-0.58158	-0.29056
2.2943	2.2721	-0.064291	0.017909	-0.29942	-0.22942	-0.37742
2.0782	2.2504	-0.31379	-0.0025801	-0.76775	-0.71172	-0.32135
2.3042	2.6752	0.15001	-0.17944	-0.6967	-0.67099	-0.79191
2.3593	2.4305	-0.35163	-0.45977	-0.36608	-0.84962	-0.25645
2.2438	2.5596	-0.25163	0.1197	-0.52081	-0.18906	-0.57545
2.5005	1.9337	-0.12174	-0.15392	-0.50006	-0.72495	-0.74809
2.2371	2.3784	-0.19556	-0.16407	-0.46041	-0.74109	-0.45565
2.6901	2.3948	0.15442	-0.34289	-0.77733	-0.63802	-0.85887
2.2172	2.4467	0.1708	-0.47001	-0.47997	-0.44443	-0.68947
2.4033	2.7253	-0.25477	-0.76841	-0.89574	-0.58282	-0.87054
2.3578	1.9506	0.0014903	-0.34009	-0.50791	-0.7183	-0.35301
2.1507	2.2066	0.28677	-0.71858	-0.48609	-0.55718	-0.57428
2.3154	2.477	-0.36712	-0.62424	-0.051955	-0.23494	-0.56114
2.3116	2.5892	-0.43937	-0.64864	-0.68952	-0.1618	-0.63055
2.1803	1.9709	0.033548	-0.32799	-0.78411	-0.54154	-0.46124
2.3412	2.2941	-0.28703	-0.30843	-0.3263	-0.44996	-0.24537
2.3956	2.2352	-0.025764	-0.36934	-0.67262	-0.68987	-0.74182
2.3677	2.5634	-0.16105	-0.29967	-0.47079	-0.65143	-0.61702
2.4461	2.4642	-0.12821	0.10303	-0.45881	-0.45151	-0.50408
2.0764	2.5634	-0.22615	-0.68096	-0.25179	-0.63125	-0.35448
2.4165	2.1569	-0.12644	-0.12291	-0.22798	-0.55594	-0.80417
2.356	2.3872	-0.1288	-0.62256	-0.45469	-0.82708	-0.45075
2.3891	2.3047	-0.2582	-0.24296	-0.56937	-0.57798	-0.42262
2.1935	2.1444	-0.13674	-0.26102	-0.90186	-0.55464	-1.0136
2.7074	2.2669	-0.37104	-0.26996	-0.46028	-1.1444	-0.57045
2.12	2.0768	-0.11125	-0.36915	-0.80167	-0.71259	-0.82005
2.4178	1.8574	-0.053409	-0.30098	-0.75631	-0.83124	-0.65153
2.3748	2.2698	-0.27781	-0.88026	-0.67235	-0.69986	-0.82358
2.4219	2.2102	-0.25654	-0.29911	-0.4016	-0.65584	-1.0949
2.6363	2.7485	-0.15017	-0.68552	-0.5723	-0.92686	-1.0336
2.4262	2.9495	-0.39016	-0.27248	-0.15573	-0.93046	-0.73525
2.5473	2.3593	-0.45172	-0.44626	-0.5884	-0.60654	-0.74682
2.2064	2.5315	-0.21487	-0.47281	-0.95907	-0.49969	-0.63663
2.4716	2.3304	-0.0068429	-0.37129	-0.43207	-0.48957	-0.4133
2.4029	2.445	-0.22017	0.13293	-0.30514	-0.24575	-0.51379
2.2639	2.8409	0.042077	0.02564	-0.019092	-0.17863	-0.077732
2.323	2.6874	0.25854	0.28716	-0.052088	0.11704	-0.074007
2.3889	2.798	0.30187	0.2256	0.10717	0.26145	0.42019
2.7775	2.6824	0.54901	0.25577	-0.13804	0.052651	0.14834
3.2068	2.7223	0.25511	0.27728	0.33255	0.68844	0.40391
2.4936	2.8507	0.53931	0.28958	0.51057	0.20297	0.36764
2.6223	2.5118	0.49137	-0.15513	0.1709	-0.0060227	-0.031067
2.857	2.4688	0.75792	0.2568	0.4024	0.028126	0.2499
2.6247	2.9649	0.71616	0.17763	0.11981	-0.30125	0.18922
2.093	2.8385	0.58823	0.21237	0.0087139	-0.17484	-0.095673
2.8145	3.2451	0.45166	0.36734	-0.14549	-0.14529	-0.055576
2.4497	2.6178	0.57882	0.18415	-0.62073	-0.44449	0.12834
2.5702	3.0844	0.4151	0.40953	-0.0056547	-0.48491	-0.090771
2.7095	2.8993	0.40725	-0.047096	-0.18713	-0.38706	-0.34056
2.8224	2.9725	0.45	-0.029216	-0.40706	-0.76183	-0.50624
2.6493	2.7198	0.19079	-0.17925	-0.66903	-0.8418	-0.77025
2.4223	2.5589	0.22618	-0.019996	-0.59971	-1.2946	-0.5182
2.5895	2.2795	0.4498	-0.18903	-0.58108	-1.1124	-1.1085
2.2947	2.4177	0.3452	-0.41087	-0.77174	-0.70831	-0.98514
2.6285	2.6021	0.17697	-0.41963	-0.81152	-0.81659	-0.85828
2.8833	2.6858	-0.0047838	-0.5502	-0.86181	-0.89265	-0.76672
2.4826	2.6127	0.12345	-0.71188	-0.75737	-1.0097	-0.613
2.5093	2.9537	0.02394	-0.65553	-0.9584	-1.1543	-0.96632
2.4914	2.7348	0.030215	-0.83966	-0.98714	-0.54197	-0.86563
2.4048	2.7954	-0.039881	-0.21352	-0.6512	-0.75686	-0.55938
2.2414	2.587	-0.30026	-0.49311	-0.76562	-0.51254	-0.57614
2.3005	2.2677	-0.14635	-0.45884	-0.5711	-0.50602	-0.80858
2.4578	2.4445	-0.25546	-0.35807	-0.27228	-0.4276	-0.3438
2.5992	2.7013	-0.18703	-0.16975	-0.5594	-0.53315	-0.35654
