-0.31602	-0.016703	-0.12507	0.063265	-0.019358	-0.28617	-0.42428
-0.16216	-0.20048	0.3801	0.028526	-0.15227	0.019248	-0.14537
0.043475	0.12709	0.024921	0.2812	-0.08668	-0.16863	0.16088
0.34616	0.094686	-0.2586	0.060005	-0.090539	0.025705	0.34705
0.1042	-0.27151	-0.059683	-0.26428	0.18899	-0.064821	-0.091752
0.12189	0.027629	-0.13586	-0.26065	-0.22518	-0.10512	0.23745
-0.069216	-0.23811	-0.058409	-0.23085	-0.052487	-0.0026692	0.09677
-0.058227	0.23066	-0.074193	0.35384	-0.030801	0.13889	-0.084202
-0.16514	-0.064384	0.10521	-0.23746	0.34	-0.0070785	-0.13067
0.15505	0.31113	0.20158	0.20641	0.12832	0.45064	0.034125
0.47673	-0.16559	0.037076	0.19645	-0.038649	0.19322	0.25215
0.016839	-0.042034	0.25638	0.31072	0.054216	0.40618	0.35842
0.014789	0.14063	0.2605	0.18881	0.23237	-0.026636	0.26411
0.087433	0.032473	0.11139	0.24711	0.31353	0.26263	0.42715
0.11835	0.14386	0.19442	0.38998	0.75324	0.25444	0.64459
-0.0094248	0.236	0.1158	0.42378	0.33668	0.66453	0.45793
0.36348	0.28902	0.19609	0.34928	0.34625	0.65013	0.57841
0.37261	0.22544	0.28089	0.61275	0.56272	0.81361	0.66743
0.19547	0.3038	0.2304	0.67813	0.53372	0.64622	0.44901
-0.064374	0.45641	0.4248	0.60176	0.69098	0.59717	0.77389
0.19361	0.21005	0.52833	0.91515	0.75418	0.58047	0.73978
0.088178	-0.15702	0.84998	0.89904	0.63976	0.6451	0.27774
0.42569	0.38899	0.57391	0.41642	0.66849	0.67639	0.23676
0.13027	0.34751	0.55264	0.42276	0.19698	0.67316	0.65831
0.28338	0.28778	0.59068	0.48804	0.42289	0.17559	0.09128
0.18671	0.24208	0.34432	0.39417	0.21919	0.4096	0.28549
0.62053	0.80957	0.27814	0.55603	0.084285	-0.0044086	0.13157
1.0629	0.96517	0.60127	0.02564	0.34758	-0.33118	-0.46997
2.2926	2.1571	0.39637	0.090273	0.19325	-0.1957	-0.4034
3.6827	3.0718	1.224	0.62411	0.089873	-0.030982	-0.17449
5.4662	5.2192	1.511	0.82714	0.62885	0.38495	0.42117
8.6625	7.1464	2.7913	1.8154	1.247	1.2173	1.1093
11.564	10.527	4.1582	2.7696	2.0524	1.9804	1.9085
15.098	13.762	6.0991	4.0656	3.6364	2.7592	2.7765
17.219	16.753	7.905	5.3319	4.0352	3.6502	3.9635
17.396	18.069	9.5611	6.3627	5.0025	4.495	4.6276
16.205	17.664	10.564	6.8319	5.5479	4.8407	4.86
13.63	15.421	10.41	6.1246	5.5799	4.0706	4.8647
10.556	12.767	9.2671	5.3874	3.8908	2.9725	3.3943
9.4961	10.992	8.1138	4.1843	2.9855	2.5153	2.9165
10.466	10.056	6.6176	3.3057	3.4243	2.4065	2.6205
14.959	12.786	6.3027	4.2589	3.992	4.6172	4.4027
20.918	17.233	7.3365	6.4992	6.7423	8.1286	7.7574
26.676	22.674	10.127	10.279	11.602	13.508	12.624
29.258	26.677	13.71	15.651	17.212	20.024	18.936
29.208	29.313	18.543	20.631	23.065	25.847	24.87
26.488	28.802	21.171	24.467	26.262	29.241	29.311
21.857	26.484	23.417	26.027	27.586	29.807	30.031
17.287	23.222	23.15	25.625	26.728	27.36	28.578
13.557	19.812	22.822	23.699	23.495	23.057	24.597
10.792	15.8	20.945	20.601	18.931	18.235	19.788
8.9196	12.834	18.649	17.161	14.255	12.687	14.42
8.1268	10.899	16.001	12.79	10.222	7.472	9.3503
7.7595	8.9067	13.518	9.1879	5.98	3.7384	5.5343
7.8929	8.2847	10.938	6.3141	3.0289	0.77201	2.0717
7.8161	7.5992	8.6881	3.5286	0.57337	-1.3033	-0.30547
8.721	7.4304	6.7567	1.652	-1.2647	-2.7696	-2.2481
8.4971	7.6846	5.2683	0.094279	-2.3539	-3.8607	-3.1081
8.3962	7.5499	3.8767	-1.1145	-3.1782	-4.2978	-3.6487
7.5693	8.1361	2.6596	-2.0257	-3.7576	-4.1514	-4.4472
7.3762	7.5793	2.6071	-2.7448	-4.0148	-4.0551	-4.2196
7.0836	7.5213	1.671	-2.6248	-4.0092	-4.1582	-4.0891
6.7755	7.6362	1.2453	-2.9651	-3.6316	-4.0769	-4.5349
6.4816	7.3649	0.6845	-3.2565	-4.1402	-4.0616	-4.3209
5.5862	6.8055	0.48196	-3.4568	-4.0388	-3.7414	-3.6787
5.7691	6.775	0.32216	-3.408	-3.248	-2.9494	-3.5149
5.4262	6.4596	0.039331	-3.4394	-3.4176	-2.1955	-2.8704
5.2822	6.1809	-0.51937	-3.2778	-3.0804	-1.4107	-2.2889
5.2196	5.7134	-0.53544	-2.8297	-2.1924	-0.28213	-1.3558
4.623	5.2388	-0.63289	-2.5875	-1.3506	1.2017	-0.18763
5.3016	5.2047	-1.0399	-2.3629	-0.40865	2.492	1.1144
4.8152	4.6466	-1.1954	-1.7276	0.46214	3.7035	2.0506
5.0367	4.8266	-1.3955	-0.57181	1.5494	4.7789	3.326
4.8584	4.5314	-1.527	0.1428	2.488	5.574	4.201
4.6427	4.147	-0.96513	0.70663	3.4634	6.2321	5.1069
4.5712	4.1599	-1.1387	1.4579	4.0501	6.4427	5.5004
4.3999	4.2248	-0.83249	2.3387	4.5596	6.1936	5.8873
4.6021	4.4301	-0.63828	2.8556	4.744	6.2177	5.7552
4.5982	4.3735	0.026292	3.3964	4.707	4.9606	5.6083
4.5809	4.0799	0.26432	3.2802	4.839	4.6566	4.6737
4.3319	4.1694	0.42725	3.779	4.2143	3.9225	4.2537
4.0521	4.1404	0.86713	3.4293	3.5961	2.4913	3.7567
3.8139	3.8798	1.0042	3.3838	3.4689	1.8312	2.9698
3.9539	4.0041	1.2813	2.8571	3.0882	1.1187	2.2283
4.0739	3.843	1.1504	2.6891	1.3947	0.50167	1.5992
3.7168	3.6562	1.9003	2.2696	1.8724	0.020551	0.40372
3.4596	3.3084	1.6893	2.1978	1.0974	-0.42382	0.54587
3.7274	3.6036	1.6449	1.6484	0.54529	-0.86284	0.27588
3.3417	3.5831	1.5559	1.2731	0.55381	-0.53564	-0.3588
3.655	3.2834	1.6355	1.0727	-0.497	-1.0745	-0.62545
3.7908	3.3071	1.8827	1.0494	0.047033	-1.0319	-0.62231
3.2681	3.3024	1.3851	0.4968	-0.29317	-0.7943	-0.61653
3.4739	3.0908	1.256	0.29247	-0.19445	-1.0176	-0.57594
2.9984	3.6427	1.1574	0.13032	-0.76256	-0.55613	-0.7674
3.419	3.6193	1.2949	-0.049704	-0.52813	-0.48609	-0.63045
3.4879	3.0341	0.98144	0.25801	-0.76495	-0.42549	-0.79564
3.4104	3.0189	1.0375	-0.19369	-0.12486	-0.1089	-0.52683
3.2558	2.9227	1.0789	-0.22815	-0.7716	0.039488	-0.0079303
2.8462	2.9962	0.79341	-0.13045	-0.28532	-0.142	0.090005
3.1608	2.5657	0.7341	-0.37977	-0.23117	0.35968	0.049812
3.0992	3.1008	0.69195	-0.39374	-0.63962	0.48268	0.27078
3.213	3.1104	0.8039	-0.14209	-0.049028	0.14541	0.10422
3.2124	3.1067	0.57234	-0.012358	0.23077	0.17304	-0.15557
3.0891	3.0132	0.81224	-0.2587	0.053817	0.50968	0.035203
3.1901	2.6654	0.18462	-0.31364	-0.19458	0.029244	-0.15842
2.9466	2.7462	0.27138	-0.0362	-0.29676	0.039116	-0.19439
3.1975	2.482	0.28207	-0.26363	-0.35397	0.20303	0.064908
3.1278	2.3271	0.28756	-0.060322	-0.039447	0.22551	0.48332
2.765	2.7697	0.13589	-0.20403	0.28492	-0.051161	-0.21704
2.7315	2.6747	0.13982	0.065035	0.31313	-0.16826	-0.018715
2.7514	2.6026	0.050507	0.18732	-0.21001	0.019434	0.36627
3.0803	2.6089	0.43274	0.0031947	0.46906	0.11257	-0.026754
2.987	2.5898	-0.2182	-0.15718	0.22039	0.097727	-0.29086
3.2195	2.606	-0.13586	-0.053896	-0.23583	-0.21712	0.037263
2.9699	2.9236	0.29687	0.10834	-0.39561	-0.17962	0.064124
2.8501	2.5661	0.084035	0.070717	-0.0020625	-0.031975	0.0011868
2.9738	2.6036	0.43235	0.17698	-0.32044	-0.21501	-0.11224
3.0939	2.5864	-0.016842	-0.30806	-0.28958	-0.17453	-0.3885
2.9902	2.5118	-0.022724	-0.038902	-0.40014	-0.25245	-0.41644
2.849	2.2171	0.19374	0.071275	-0.2337	-0.066622	-0.25135
3.1003	2.4416	0.12246	-0.28263	-0.19791	-0.26164	-0.43124
2.8488	2.5432	0.18589	-0.098505	-0.42076	-0.45467	-0.068516
2.8699	2.6614	0.34922	-0.15671	-0.40546	-0.44654	-0.28821
3.1102	2.2847	-0.12988	-0.28002	-0.2651	-0.36036	-0.30449
3.1141	2.5613	0.21962	-0.36636	0.035323	-0.16155	-0.37576
3.2713	2.5885	0.28059	-0.40119	-0.22917	-0.52589	-0.35282
3.2165	2.6222	-0.04684	-0.036014	-0.46493	-0.56047	-0.30203
2.8771	2.4846	-0.16899	-0.33441	-0.38856	-0.2848	-0.39987
3.3421	2.6874	0.01502	-0.28319	-0.28638	-0.43934	-0.38056
3.0351	2.6579	-0.30095	-0.2492	-0.46001	-0.36272	-0.0015581
3.1163	2.5286	0.23883	-0.39541	-0.53824	-0.51378	-0.26213
3.5203	2.87	0.095309	-0.086771	0.056611	-0.29045	-0.37693
3.207	2.7741	0.075702	-0.12496	-1.0348	0.015833	-0.20037
3.1016	2.4261	-0.037918	-0.1338	-0.075903	-0.48516	-0.14832
3.22	2.9013	0.28314	-0.056689	-0.20363	-0.35043	-0.66613
3.234	2.9287	0.48304	-0.0093784	-0.43207	-0.32274	-0.2989
3.0858	2.612	0.13599	-0.27844	-0.43606	-0.35713	0.071771
3.1712	2.8765	-0.30369	-0.36123	-0.30607	-0.54545	0.15245
3.18	2.5992	0.027469	-0.36217	-0.33362	-0.026201	-0.4083
3.2433	2.8474	0.087957	-0.0080752	-0.20749	-0.20129	-0.19469
3.3024	2.8823	0.36677	-0.49078	-0.28931	-0.28908	0.2152
3.1476	2.4805	0.33922	-0.24743	-0.25831	-0.2604	-0.49908
2.8792	2.4927	0.26167	-0.28533	-0.1866	-0.17968	-0.1343
3.2498	2.6424	-0.0045879	-0.18577	-0.1387	-0.098162	-0.30341
3.3258	2.6774	-0.043998	-0.12188	-0.43926	-0.28958	0.14961
3.5475	2.6443	0.097759	-0.22712	-0.021088	-0.33087	-0.26115
2.9852	2.6855	0.14884	-0.37139	-0.12447	-0.20259	-0.25017
3.2547	2.6589	0.33089	-0.12794	-0.36422	-0.22929	-0.39791
3.2828	2.7698	-0.0032166	-0.39728	-0.3255	-0.20613	-0.43183
3.3923	2.5498	0.013255	-0.13026	-0.26416	-0.18558	-0.090966
3.1254	2.9131	0.33491	-0.24743	-0.34359	-0.2817	-0.28311
3.7593	2.7038	0.067566	-0.32249	-0.32976	-0.1158	-0.17214
3.3398	2.3681	0.16227	-0.17851	0.25033	-0.29591	-0.42713
2.8702	2.8181	0.066193	-0.40389	-0.021888	-0.25363	-0.33252
3.1925	2.952	-0.08527	0.0097142	0.25898	-0.26866	-0.31498
3.3657	2.5245	0.1256	-0.40752	-0.14269	-0.19142	-0.17155
3.0757	2.6345	0.21609	-0.023906	-0.5578	-0.28337	-0.33752
3.5214	2.5808	0.014528	0.021728	0.034127	-0.46858	0.22657
3.4233	2.8727	0.025214	0.087387	-0.63577	-0.44933	-0.20792
3.3461	2.5033	-0.075663	0.090088	-0.50578	-0.16019	-0.21606
3.1476	2.8231	-0.013116	-0.11313	-0.13671	-0.22712	-0.0080291
3.0446	2.8389	0.016196	-0.1325	-0.044902	-0.22911	-0.29782
3.2793	2.4711	0.10325	0.17596	0.016698	-0.016516	0.015009
3.1167	2.4681	-0.32653	-0.25832	-0.14176	-0.082825	-0.28243
2.9995	2.6962	-0.065566	-0.24724	0.19179	-0.18111	-0.24272
2.7732	2.2545	-0.1338	-0.036574	-0.45575	-0.09394	-0.31792
3.1658	2.3984	-0.034783	0.024896	-0.56392	-0.19409	-0.62829
