-0.00031833	-0.0031832	0.00045475	0	0	0.00060633	-0.0009095	-0.0013643	0.0009095	0
0.00031833	0.0031833	-0.00045475	0	0	-0.00060633	0.0009095	0.0013642	-0.0009095	0
0.00095498	-0.0013642	0.0031833	0.0027285	0	-0.00020211	-0.0009095	0.00045475	-0.0009095	0.003638
0.0017735	0.00045475	0.0022737	0.003638	0.0007276	0.0010106	0.005457	0.0013642	0.0027285	0
0.0015007	0.0022738	0.0013643	0.001819	0.0043656	0.0022232	0.005457	0.00045475	0	0.003638
0.0028649	-0.0022737	0.0031832	0.001819	0.0029104	-0.0034359	0.005457	0.0022737	0.001819	-0.003638
0.0016826	-0.0013642	-0.0022738	0.0081855	0.0029104	0.00060633	0.005457	0.0040927	0.003638	0
0.0024102	-0.0031832	0.0031832	0.0045475	0.0021828	0.00060633	0.0027285	0.0068212	0.0009095	0.003638
0.0015916	-0.00045475	0.0022737	0.003638	0.003638	0.001819	0.0045475	0.0040927	0.003638	-0.003638
0.0015916	0.0013643	0.0031832	0.0081855	0.0050932	-0.0014148	0.005457	0.0040927	0.0009095	0
0.00050023	-0.0013642	0.00045475	0.0045475	0.0021828	-0.0014148	-0.0009095	0.0013642	0	0.003638
-0.0016826	-0.0031832	0.00045475	0.0027285	0.0007276	-0.0010106	0.001819	0.00045475	0.001819	0.003638
-0.00040927	-0.0022738	0.0013643	0.001819	0.0029104	-0.0030317	-0.0027285	0.0013642	-0.0027285	0
-0.0020464	-0.0050022	-0.0040928	0.005457	0.0014552	-0.0070739	0.0009095	-0.00045475	-0.0027285	-0.003638
-0.0043201	-0.0031832	-0.0013643	0.0009095	0	-0.0078823	-0.0063665	-0.0022738	-0.0027285	-0.003638
-0.0079581	-0.012278	-0.0050023	0.003638	-0.0014552	-0.0094992	-0.005457	-0.0031833	-0.0027285	-0.007276
-0.0087767	-0.011369	-0.0077308	-0.0009095	-0.0014552	-0.012733	-0.009095	-0.0068213	-0.007276	-0.003638
-0.012415	-0.015007	-0.0059118	-0.003638	-0.0043656	-0.012733	-0.010004	-0.011369	-0.010004	-0.010914
-0.015598	-0.015916	-0.014097	-0.007276	-0.0050932	-0.013946	-0.010914	-0.0077308	-0.011823	-0.007276
-0.019964	-0.019554	-0.015916	-0.009095	-0.007276	-0.017179	-0.010004	-0.013188	-0.014552	-0.010914
-0.026057	-0.023192	-0.016826	-0.010004	-0.0087312	-0.017179	-0.014552	-0.015007	-0.015461	-0.025466
-0.030332	-0.023192	-0.019554	-0.009095	-0.010186	-0.020413	-0.012733	-0.019554	-0.023647	-0.025466
-0.034879	-0.02683	-0.022283	-0.013643	-0.012369	-0.021626	-0.023647	-0.023192	-0.026376	-0.025466
-0.040518	-0.029559	-0.025921	-0.01819	-0.01819	-0.026881	-0.026375	-0.024102	-0.034561	-0.03638
-0.046157	-0.034106	-0.031378	-0.021828	-0.0211	-0.029306	-0.026375	-0.024102	-0.03729	-0.03638
-0.053888	-0.041382	-0.035016	-0.029104	-0.026194	-0.032944	-0.030013	-0.035925	-0.040018	-0.043656
-0.062255	-0.048658	-0.040473	-0.030014	-0.029104	-0.036582	-0.033652	-0.036835	-0.047294	-0.047294
-0.070623	-0.054115	-0.046839	-0.03729	-0.035652	-0.041029	-0.037289	-0.042292	-0.057299	-0.061846
-0.078899	-0.061391	-0.055025	-0.044566	-0.042928	-0.046688	-0.043656	-0.048658	-0.060027	-0.061846
-0.089722	-0.075034	-0.062301	-0.052751	-0.046566	-0.053155	-0.046385	-0.056844	-0.069122	-0.07276
-0.10264	-0.079581	-0.069577	-0.058208	-0.053842	-0.058814	-0.05548	-0.056844	-0.080036	-0.076398
-0.1151	-0.088676	-0.075034	-0.068213	-0.062574	-0.064878	-0.060936	-0.067758	-0.088221	-0.09095
-0.12765	-0.10141	-0.085038	-0.077308	-0.072032	-0.069728	-0.070031	-0.077762	-0.099136	-0.10186
-0.14356	-0.1105	-0.10141	-0.085493	-0.082219	-0.082663	-0.077308	-0.086857	-0.11005	-0.11278
-0.1593	-0.12597	-0.11141	-0.099135	-0.092405	-0.091961	-0.081855	-0.096862	-0.12278	-0.12369
-0.17858	-0.13961	-0.12597	-0.11187	-0.1055	-0.10004	-0.10004	-0.1105	-0.13915	-0.14188
-0.19777	-0.15325	-0.14052	-0.12642	-0.1186	-0.11258	-0.10914	-0.12506	-0.15461	-0.14916
-0.2226	-0.17417	-0.1578	-0.14097	-0.13606	-0.12672	-0.11914	-0.13961	-0.1728	-0.17826
-0.24516	-0.19054	-0.17508	-0.15916	-0.15352	-0.14168	-0.13642	-0.15598	-0.19827	-0.18918
-0.27371	-0.2151	-0.19873	-0.17917	-0.17099	-0.15947	-0.15189	-0.17326	-0.21191	-0.211
-0.30145	-0.23783	-0.22146	-0.20373	-0.19063	-0.17523	-0.17099	-0.19782	-0.24102	-0.23647
-0.33347	-0.26603	-0.24693	-0.22374	-0.21319	-0.19504	-0.1919	-0.21783	-0.26739	-0.26194
-0.3683	-0.29604	-0.28058	-0.24647	-0.23938	-0.22212	-0.21828	-0.24238	-0.29468	-0.2874
-0.4115	-0.32969	-0.30787	-0.28285	-0.26339	-0.25042	-0.2392	-0.2724	-0.33288	-0.32014
-0.45643	-0.36425	-0.34697	-0.31923	-0.29613	-0.2779	-0.27103	-0.30787	-0.36926	-0.36016
-0.50737	-0.40427	-0.38335	-0.35289	-0.33033	-0.31307	-0.3065	-0.33606	-0.41291	-0.40382
-0.56193	-0.44975	-0.43519	-0.39381	-0.35798	-0.34905	-0.33742	-0.37608	-0.45657	-0.43292
-0.61896	-0.49431	-0.4734	-0.42201	-0.39436	-0.38583	-0.3738	-0.42064	-0.50295	-0.48385
-0.68554	-0.55343	-0.52342	-0.46476	-0.42201	-0.42868	-0.412	-0.46339	-0.56207	-0.53115
