0.0010015	0.0008344	-0.0011085	-0.0043987	0.013304	-0.0084878	-0.007272	0.0007628	0.0008106	0.0020385	-0.0032427	-0.011349	-0.0022412	-0.003028	-0.0008822	0.005424	-0.00453	0.010395
-0.0013827	-0.0028135	-0.0012517	0.001955	-0.0044824	0.0062228	0.0003337	0.0085591	0.001073	-0.0076534	0.0041724	0.0057102	-0.0050903	0.00422	0.0007511	0.0020384	0.001955	0.0033497
0.0072716	0.0028373	-0.0054719	0.0012398	0.0045183	0.0033379	-0.0008105	0.0041248	0.0049353	0.0076889	-0.0083685	-0.0001312	-0.0046252	-0.0017644	-0.0041963	-0.0034213	-0.0020026	0.0027776
0.0021935	0.0046252	0.0051261	-0.0041248	0.0053168	0.0050068	0.0053645	0.0093938	-0.0077725	-0.0086547	0.0050186	-0.0033976	-0.0014306	0.015438	-0.0040413	-0.0051976	0.0005604	-0.012672
0.0059367	0.0014782	0.0035287	-0.0006675	0.0001431	0.01092	-0.0048399	0.0024796	0.0024079	0.0029563	0.001955	0.0037431	5.97e-05	0.004673	0.0019311	-0.0043273	-0.0003457	-0.0011206
-0.0006914	-0.0002624	0.002396	0.0038267	-0.0074746	0.011396	0.0032186	0.0011205	0.0020504	0.0057578	0.0087976	0.0069736	-0.0025034	0.00484	-0.003469	0.0013949	0.0006317	-2.39e-05
-0.0043869	-0.000453	0.0017999	0.001359	-0.0007153	0.0030996	0.0015498	0.0067473	-0.0043154	0.0003815	-0.0031115	-0.0048995	0.004816	-0.0034452	0.011921	-0.0059963	-0.0040293	-0.0016332
-0.0018836	-0.0038385	-0.0005244	0.0023844	0.0008464	0.0034331	-0.013113	-0.011134	0.0072956	0.0046134	0.0079632	-2.39e-05	-0.0051974	0.0020504	0.0020862	0.0039697	-0.0012754	0.0072955
-0.0009298	-0.0002385	-0.01117	0.0012397	0.0011802	-0.02029	0.0034571	0.0080348	0.0008346	0.0060797	-0.0003695	0.0011446	-0.0020028	-0.0045417	0.0069499	0.0006439	0.0084756	-0.0049353
0.0033616	-0.003743	0.0020384	0.0005484	0.0077129	0.0094652	0.0098466	0.01564	-0.0017404	0.0060439	-0.0025391	0.0044942	0.0006198	0.0013828	0.001335	0.0071288	-0.0022055	-0.0025988
-0.0018835	0.0062942	0.0002502	-0.0035526	0.0032545	0.0050782	0.014258	0.004387	0.0054599	-0.0022411	-0.0002263	0.0088217	-0.011981	0.0059842	0.0041127	-0.0058294	0.0083807	-0.0002741
-0.0079632	0.0010014	-0.0033379	0.0077965	0.0024199	0.0017643	0.0036716	-0.0057698	-0.003147	0.0041368	-0.0012517	-0.0038743	0.0068906	0.0093936	-0.0061394	-0.0018001	0.0054241	-0.0007511
0.0075816	-0.002241	0.0042677	0.0073433	0.006187	0.0050069	0.0040532	0.0096323	-0.0099898	-0.0062584	-0.0086783	-0.0041365	0.0079989	-0.003624	-0.0014067	0.0007988	-0.010479	0.0047803
-0.0060082	-0.0034331	-0.0063778	-0.0029683	0.0018358	-4.75e-05	-0.010777	0.0011683	0.0043868	0.0019191	0.0011445	-0.0027299	-0.0013828	-0.0044466	-8.35e-05	0.0079513	0.0058771	0.012279
-0.0041961	0.0047923	0.0054241	0.0048757	-0.0047683	-0.005293	-0.011754	-0.0065326	0.0085593	0.010228	0.0011683	0.0014426	0.0064016	0.0041963	0.0010015	0.0017762	0.012565	-0.0044704
-0.0025034	0.0075818	-0.0041961	-0.0003457	0.0058413	0.0075579	0.010133	0.01893	0.0083209	-0.0009181	0.0059605	-0.0034928	0.0047326	0.0010729	-0.01508	-0.0067829	0.010753	-0.0051856
