0.0037009	0.011471	0.037456	0.010284	0.0053723	-0.0040292	0.054089	-0.021823	-0.010792	0.04739	0.040309	0.015815	0.0035287	0.029421
-2.75e-06	0.018941	0.023484	0.017786	0.027736	0.019169	-0.010363	0.044728	-0.0037194	-0.007721	-0.028547	-0.019582	0.021569	-0.012445
0.010593	0.045008	0.0044107	-0.022205	-0.011238	0.0030279	-0.023238	-0.015323	0.0016371	0.029986	-0.01839	-0.0091236	0.016069	0.02048
0.0065186	0.012212	0.033021	-0.021363	0.014003	0.0044106	0.0015735	-0.019868	-0.010093	0.017918	-0.013908	-0.018835	-0.03144	-0.024915
0.0027851	0.0025696	0.017714	-0.0027975	0.016705	-0.01905	0.028801	0.00046093	0.026417	0.021623	0.013733	0.030613	0.052532	0.0025033
0.0018071	0.030942	0.022936	-0.025702	0.044966	0.015283	-0.0083288	0.017929	0.011985	-0.045703	0.019264	0.036987	0.023127	0.037074
0.0012626	0.023683	-0.0016928	-0.0061353	0.019232	0.026417	0.021617	-0.038497	-0.016976	0.0061073	-0.016451	0.047398	0.017595	0.025869
0.0033162	-0.049618	0.02985	-0.0052612	0.026194	0.029207	0.043678	0.016499	0.014973	-0.037854	0.022443	0.029834	0.0047048	-0.017143
-0.00011384	-0.013511	-0.022244	-0.0015099	0.0087739	0.064636	0.013193	-0.0093141	0.024112	0.031545	0.02691	-0.0095209	0.084464	-0.0017643
0.0013519	0.019047	0.015903	-0.020504	0.0026225	-0.0033141	0.018136	0.0034968	-0.020123	0.012563	-0.0078679	-0.023158	-0.025718	0.040055
0.0079329	-0.028504	-0.0010251	0.023	0.021839	0.027108	0.0068029	-0.012827	-0.0084401	-0.02243	-0.0060559	0.0080743	0.027243	0.0039338
0.0014332	-0.020425	-0.044871	0.0041645	-0.00049267	0.058389	0.0014941	-0.01173	-0.0040053	0.0076845	-0.022364	-0.0018755	0.024335	-0.001216
0.013436	-0.039578	-0.04642	-0.0039737	0.043218	0.022531	0.079155	-4.76e-05	0.01146	0.033764	0.0099341	0.045284	0.020186	-0.0005483
0.0049932	-0.086308	-0.066853	0.019678	0.0068029	-0.0072003	-0.040007	-0.025972	0.0089805	0.037377	0.011206	-0.014162	0.046158	-0.017023
